iter	RMSE
113	0.09890194145
114	0.09810262961
115	0.09738012493
116	0.09692924069
117	0.09646256167
118	0.0958729995
119	0.09532836173
120	0.09495982059
121	0.09422652156
122	0.09373017828
123	0.09283823458
124	0.09250532119
125	0.09165980545
126	0.09108540654
127	0.09070177673
128	0.09035390028
129	0.08975824057
130	0.08933797289
131	0.08878665584
132	0.08809269327
133	0.08778229529
134	0.08734572204
135	0.08708401916
136	0.08683704987
137	0.08634175021
138	0.08586263006
139	0.08548355753
140	0.08508950581
141	0.08476912822
142	0.08448776524
143	0.08416040284
144	0.08396374219
145	0.08389066064
146	0.08350391513
147	0.0830678255
148	0.08273198456
149	0.08236714306
150	0.0820918664
151	0.08170473522
152	0.0812031934
153	0.08087886021
154	0.08054158584
155	0.08001298693
156	0.07983383964
157	0.07961172681
158	0.07934277437
159	0.07905064917
160	0.07870822366
161	0.07835148916
162	0.07795388596
163	0.077628896
164	0.07741088609
165	0.07700422367
166	0.07661290163
167	0.07612593911
168	0.07569510596
169	0.07533832987
170	0.07476737127
171	0.07454268823
172	0.07444758797
173	0.07407959519
174	0.07363171244
175	0.07341373844
176	0.07336387652
177	0.0730557164
178	0.07291809838
179	0.07281543995
180	0.07267277451
181	0.07241099506
182	0.07208546633
183	0.07171522081
184	0.07123947564
185	0.0709986053
186	0.07093446048
187	0.07064019327
188	0.0703538075
189	0.07002969826
190	0.0696126823
191	0.06944513141
192	0.0690612267
193	0.06888276382
194	0.06847817016
195	0.06813999504
196	0.06787004596
197	0.06770398118
198	0.06710662998
199	0.0669439541
200	0.06652986271
201	0.06634997764
202	0.06600712673
203	0.06591410447
204	0.065846361
205	0.06550811842
206	0.06539931952
207	0.06519270811
208	0.06496086509
209	0.06489856733
210	0.06454498168
211	0.06441798354
212	0.06417536692
213	0.06365582044
214	0.06353189766
215	0.06331431481
216	0.06326077628
217	0.06321029286
218	0.06315216796
219	0.06290441497
220	0.06263218744
221	0.06258240815
222	0.06248401106
223	0.06234111495
224	0.06216181321
225	0.06202274015
226	0.06190508281
227	0.06169842348
228	0.06154489453
229	0.06145521075
230	0.06124473059
231	0.0610968732
232	0.06106996142
233	0.06079636752
234	0.06049744412
235	0.06026294876
236	0.06018978055
237	0.05997786596
238	0.05987551
239	0.05984073983
240	0.05958587216
241	0.05947551898
242	0.05935542384
243	0.0592787972
244	0.0592091864
245	0.05890994658
246	0.05883034416
247	0.05879652696
248	0.0583536123
249	0.05823236082
250	0.05783707364
251	0.05747088172
252	0.05738146632
253	0.05710226358
254	0.05675838858
255	0.05646507805
256	0.05637280212
257	0.05593275742
258	0.05580146638
259	0.05554247267
260	0.05550473549
261	0.05543560377
262	0.05535535865
263	0.05515620769
264	0.05506179467
265	0.05498744752
266	0.05491196251
267	0.05449941809
268	0.0541596978
269	0.05396226699
270	0.05387538833
271	0.05378659228
272	0.05351435958
273	0.05333332866
274	0.05299767495
275	0.05291632075
276	0.05279519982
277	0.05261158511
278	0.0525583277
279	0.05241242945
280	0.05207839681
281	0.05177328297
282	0.05163143204
283	0.05148494088
284	0.05111535548
285	0.05076009307
286	0.0505205032
287	0.05038208323
288	0.05014037965
289	0.05003378152
290	0.04986067763
291	0.049520448
292	0.0493621134
293	0.04928869914
294	0.04921799396
295	0.04912763226
296	0.04902621396
297	0.04869680307
298	0.04857380298
299	0.04846021375
300	0.04843481976
301	0.04829210673
302	0.04820994543
303	0.0480108239
304	0.04788554627
305	0.04783009849
306	0.04751575381
307	0.04747366104
308	0.0472593935
309	0.04713882523
310	0.04709119074
311	0.04680776499
312	0.04677643983
313	0.04673004148
314	0.04645246994
315	0.04638403985
316	0.04614396512
317	0.04602226589
318	0.04591717426
319	0.04570649414
320	0.04567299967
321	0.04552141522
322	0.04547674694
323	0.04518469851
324	0.04506390772
325	0.04479483
326	0.04466505526
327	0.04462183558
328	0.0445879052
329	0.04448194942
330	0.04418584604
331	0.04389937118
332	0.04385793099
333	0.04370534192
334	0.04355018707
335	0.04347755965
336	0.04322623866
337	0.04312943781
338	0.04304012103
339	0.04297494977
340	0.04290517758
341	0.04282249033
342	0.04263257001
343	0.04246398279
344	0.0424321304
345	0.04233888439
346	0.04211822605
347	0.04202710421
348	0.04198480411
349	0.04194648002
350	0.04185579716
351	0.04174598744
352	0.04170552226
353	0.04157077196
354	0.04150210781
355	0.04130169971
356	0.04108304343
357	0.04105454976
358	0.04101181817
359	0.0408124912
360	0.04078477902
361	0.04060755725
362	0.04046734668
363	0.04042541613
364	0.04030425756
365	0.04027736829
366	0.04004182235
367	0.0399069936
368	0.03980577762
369	0.0395796768
370	0.03937859095
371	0.03916030694
372	0.03906548583
373	0.03903250681
374	0.03897767932
375	0.03881932558
376	0.03866694124
377	0.03862250844
378	0.03858396782
379	0.03852080604
380	0.03843850954
381	0.03839631827
382	0.03832094874
383	0.0381894302
384	0.03801655235
385	0.03800235512
386	0.0379676227
387	0.03793353507
388	0.03786964168
389	0.03766143209
390	0.03750634329
391	0.03732772952
392	0.03728791083
393	0.0370877291
394	0.0368916558
395	0.03685811255
396	0.03667735616
397	0.03655707265
398	0.03644786878
399	0.03643153415
400	0.03631320986
401	0.03610654119
402	0.03606254508
403	0.03597867801
404	0.03594750814
405	0.03579166589
406	0.03564458208
407	0.03548565487
408	0.03539929133
409	0.03529241497
410	0.0351193003
411	0.03499881001
412	0.03497885925
413	0.03487720079
414	0.03484606195
415	0.03474611974
416	0.03460800872
417	0.03438906472
418	0.03422960599
419	0.03418780069
420	0.03417587699
421	0.03408095089
422	0.03398380006
423	0.03396643981
424	0.03391529172
425	0.03389880286
426	0.03387480949
427	0.03378554285
428	0.03377315045
429	0.03368749642
430	0.03353992417
431	0.03352289025
432	0.0334509965
433	0.03343843353
434	0.03342407791
435	0.03325036462
436	0.03313262883
437	0.03311011609
438	0.03308106439
439	0.03306271559
440	0.03294856476
441	0.03285267708
442	0.03276957564
443	0.03275541399
444	0.03274494189
445	0.03273014703
446	0.03258377103
447	0.03257011903
448	0.03243399579
449	0.0324195948
450	0.03233421399
451	0.03217319977
452	0.0321635316
453	0.03213417239
454	0.03201491396
455	0.03199224224
456	0.03195709752
457	0.03194208305
458	0.03183531828
459	0.03181529671
460	0.03180453961
461	0.03179138365
462	0.03174628544
463	0.0316504895
464	0.03161834528
465	0.03160098981
466	0.0315432585
467	0.03139204452
468	0.03126860578
469	0.03125893271
470	0.03119872587
471	0.03111637037
472	0.0310552332
473	0.03091610091
474	0.03085685559
475	0.03072353773
476	0.03071212125
477	0.03057815973
478	0.03040712721
479	0.03036663284
480	0.03019793157
481	0.03009645148
482	0.03008407809
483	0.03001559849
484	0.02997035702
485	0.02988197523
486	0.02987010616
487	0.02973400336
488	0.02964311709
489	0.02955971008
490	0.02954848586
491	0.02940388758
492	0.02927042639
493	0.02925905453
494	0.0291927279
495	0.02908163256
496	0.02899062893
497	0.02897966486
498	0.02890385346
499	0.02877915498
500	0.02875949087
501	0.02873891825
502	0.02862583854
503	0.02852121538
504	0.02847607742
505	0.02844747749
506	0.02839927917
507	0.02830239617
508	0.02826556612
509	0.02811374192
510	0.02792472226
511	0.02782725934
512	0.02772954862
513	0.02766986734
514	0.02761629828
515	0.02760564334
516	0.02744437367
517	0.0273349038
518	0.02732520956
519	0.0272098742
520	0.02714786819
521	0.02707602846
522	0.02700020453
523	0.02684693763
524	0.02681640499
525	0.02680741112
526	0.02679848247
527	0.02678506238
528	0.02677189258
529	0.02676310105
530	0.02665116732
531	0.0265188193
532	0.02650989929
533	0.02641247849
534	0.02626202372
535	0.02613402718
536	0.02606628622
537	0.02605774352
538	0.0258917899
539	0.02584781357
540	0.02573188616
541	0.02563473514
542	0.02552551972
543	0.02542740831
544	0.02532879458
545	0.02532112142
546	0.02524598211
547	0.02513848351
548	0.02506897125
549	0.02496259477
550	0.02494698483
551	0.02486287463
552	0.02485572016
553	0.02473503434
554	0.02470868031
555	0.0246421858
556	0.02463534764
557	0.024573142
558	0.02455992195
559	0.02451199219
560	0.02445150603
561	0.0243806862
562	0.02428491334
563	0.02415047381
564	0.02401839061
565	0.02393124685
566	0.02383105421
567	0.02380548758
568	0.02369321509
569	0.0236743791
570	0.02361197188
571	0.02354217496
572	0.02348861689
573	0.02340044203
574	0.02332814845
575	0.02329077161
576	0.02328431621
577	0.02327771323
578	0.02321994978
579	0.02308753925
580	0.02300746703
581	0.02295360046
582	0.02284326697
583	0.02278623347
584	0.02276816427
585	0.02274949737
586	0.02270187087
587	0.02264357184
588	0.02254617344
589	0.02246017145
590	0.02239827137
591	0.02228686809
592	0.02222878104
593	0.02211566666
594	0.02202052249
595	0.02201474822
596	0.02194285451
597	0.02192826403
598	0.02188216661
599	0.0218369376
600	0.02173024876
601	0.02167678918
602	0.02165013485
603	0.02155912347
604	0.02147376313
605	0.02143646776
606	0.02135777211
607	0.02130459918
608	0.02124856235
609	0.02121338978
610	0.02116374277
611	0.02109497419
612	0.02107813904
613	0.02102387152
614	0.02097478131
615	0.02092257271
616	0.02085410457
617	0.02080452503
618	0.02067240473
619	0.0206142318
620	0.0205687094
621	0.02047303712
622	0.02044326603
623	0.02035164685
624	0.02028311575
625	0.02027724309
626	0.02027258192
627	0.02023799323
628	0.02018084735
629	0.02008929383
630	0.02003513415
631	0.01992835635
632	0.0198282411
633	0.01980921733
634	0.0197454486
635	0.01969139836
636	0.01963339145
637	0.01957960393
638	0.0195244642
639	0.01946669434
640	0.01942631507
641	0.01936852408
642	0.01929854865
643	0.01924886781
644	0.01919760895
645	0.01911921502
646	0.01899780282
647	0.01890990379
648	0.0188487557
649	0.01875607776
650	0.01874193501
651	0.01873839544
652	0.01870831611
653	0.01863169053
654	0.01855820822
655	0.01844889467
656	0.01839887278
657	0.01838063718
658	0.01830065249
659	0.01829785912
660	0.0182270394
661	0.01816251853
662	0.01810865963
663	0.01804193136
664	0.0179825555
665	0.01794807439
666	0.01789901089
667	0.01784777078
668	0.01779871034
669	0.01774530217
670	0.01767992061
671	0.01760384811
672	0.01758041887
673	0.01750889914
674	0.01745533185
675	0.01739798376
676	0.01731852926
677	0.0172662898
678	0.01724952953
679	0.01723609418
680	0.01719574748
681	0.01717908154
682	0.0171156653
683	0.0170464412
684	0.01699616694
685	0.01692537778
686	0.01691832099
687	0.01683436174
688	0.01677570405
689	0.01672702385
690	0.01667528764
691	0.01660263956
692	0.01656755946
693	0.01651583622
694	0.01648822452
695	0.01640664971
696	0.01638359337
697	0.01635315693
698	0.01632030784
699	0.01628416011
700	0.01623115
701	0.01619849151
702	0.01609881776
703	0.0160727336
704	0.01603874787
705	0.01600618401
706	0.01593472746
707	0.01588753965
708	0.01585406866
709	0.01584312582
710	0.01581070005
711	0.0158056993
712	0.01575200748
713	0.01569722672
714	0.01565659062
715	0.0156335644
716	0.01560242437
717	0.01557120662
718	0.01548018704
719	0.015433675
720	0.01538954689
721	0.01530124561
722	0.01529203016
723	0.01525088558
724	0.01520757427
725	0.01519679359
726	0.01514477814
727	0.01510645228
728	0.01505844868
729	0.01501738483
730	0.01498543144
731	0.01495338133
732	0.01488949927
733	0.01481944959
734	0.01479130067
735	0.01475907724
736	0.01475393487
737	0.01473979854
738	0.01472999254
739	0.01472024261
740	0.01467681484
741	0.01461190258
742	0.01457841098
743	0.01453996343
744	0.01449046686
745	0.01445138807
746	0.01442075054
747	0.01437798267
748	0.0143361108
749	0.01432241994
750	0.01430059312
751	0.01425054748
752	0.01420281524
753	0.01419435339
754	0.01416789622
755	0.01410900134
756	0.01407382765
757	0.0140546657
758	0.01402192813
759	0.01397375689
760	0.01393323287
761	0.01390052044
762	0.01383912007
763	0.01381932668
764	0.01376300772
765	0.01374009513
766	0.01371960537
767	0.01367520144
768	0.01366664884
769	0.01365797629
770	0.01359458822
771	0.01357069029
772	0.01351084531
773	0.01343795994
774	0.01341961386
775	0.0134123186
776	0.01335816459
777	0.01333014521
778	0.01329299099
779	0.01326700917
780	0.01322246915
781	0.01319969904
782	0.01319178537
783	0.01315768342
784	0.01310474477
785	0.01307942412
786	0.01306011019
787	0.01300959778
788	0.01300622431
789	0.0129578459
790	0.01292880377
791	0.01292615077
792	0.01292211333
793	0.01291986362
794	0.0129012522
795	0.01289160792
796	0.01286183324
797	0.01282679844
798	0.01280605268
799	0.01276494134
800	0.01271894459
801	0.01268000537
802	0.01264999114
803	0.01261494029
804	0.01260044162
805	0.0125837403
806	0.01253529163
807	0.01251610044
808	0.0124766918
809	0.01247030307
810	0.01243695751
811	0.01240153521
812	0.01234389421
813	0.01231146294
814	0.0123053294
815	0.0122953071
816	0.01223518069
817	0.01220681191
818	0.01217581449
819	0.01213548442
820	0.01208859266
821	0.01206360332
822	0.01203991017
823	0.01199374039
824	0.01197161246
825	0.0119589673
826	0.01193803322
827	0.01189655568
828	0.01183891132
829	0.01179313338
830	0.0117729902
831	0.01177042985
832	0.01175374241
833	0.01173472824
834	0.01168832247
835	0.01164463277
836	0.01161673212
837	0.0115965716
838	0.01159449352
839	0.01156336328
840	0.01155242522
841	0.01154845559
842	0.01150871581
843	0.01149402504
844	0.01147700969
845	0.0114546721
846	0.01142203641
847	0.0114202019
848	0.01139712376
849	0.01136751622
850	0.01133818413
851	0.01131610227
852	0.01128492879
853	0.01126381708
854	0.0112423647
855	0.01119691513
856	0.01116146642
857	0.01113607337
858	0.01111246734
859	0.01108270827
860	0.01107309827
861	0.0110560478
862	0.01104457111
863	0.01103141706
864	0.01100038358
865	0.01097378008
866	0.01092174878
867	0.0108891179
868	0.01086288302
869	0.01084603951
870	0.01079648002
871	0.01075337633
872	0.01074657767
873	0.01070707759
874	0.01068165359
875	0.01066571078
876	0.01066023951
877	0.01064321663
878	0.01060211614
879	0.01057703702
880	0.01057245347
881	0.01054418354
882	0.01051641488
883	0.01048989035
884	0.01048442102
885	0.01043036064
886	0.01041588307
887	0.01037765435
888	0.01035319007
889	0.01032383871
890	0.01029591305
891	0.01027704773
892	0.01025373184
893	0.01021032705
894	0.01020290225
895	0.01015884047
896	0.01013226572
897	0.0101078144
898	0.01010621301
899	0.01008089816
900	0.01003089912
901	0.01002013667
902	0.009978887124
903	0.009952550528
904	0.009934027372
905	0.009911657985
906	0.009893089349
907	0.009881486107
908	0.009862800562
909	0.0098318081
910	0.009809785479
911	0.00979610886
912	0.009768641692
913	0.009742812661
914	0.009720408584
915	0.009698043968
916	0.00969302075
917	0.009684192367
918	0.009679209354
919	0.009662496754
920	0.009647072526
921	0.009628026323
922	0.009604499493
923	0.009582466414
924	0.009578318388
925	0.009568347889
926	0.009562939522
927	0.009550804022
928	0.009509716905
929	0.009487210763
930	0.009485936072
931	0.009461777435
932	0.009435566777
933	0.009406385468
934	0.009385488947
935	0.009371803878
936	0.009358976468
937	0.009357317426
938	0.009329012187
939	0.009320721941
940	0.009303198272
941	0.009300069077
942	0.009285998786
943	0.009239582738
944	0.009221958927
945	0.009216917736
946	0.009215799904
947	0.009182179462
948	0.009151601289
949	0.009117676713
950	0.009104617765
951	0.009093808751
952	0.009088728398
953	0.009085831527
954	0.00905541052
955	0.00904317426
956	0.009025478083
957	0.009023870507
958	0.009022807351
959	0.008999897293
960	0.008998730726
961	0.008997654075
962	0.008996392399
963	0.008991942904
964	0.008991010868
965	0.008986903495
966	0.008970836888
967	0.008964825907
968	0.008959981046
969	0.008953803616
970	0.008942898108
971	0.008932132948
972	0.008928480281
973	0.008924036453
974	0.008894484676
975	0.0088561994
976	0.008818209807
977	0.008801094497
978	0.008798701829
979	0.008797720267
980	0.008786657666
981	0.008751439393
982	0.008747411268
983	0.008722266074
984	0.008679333767
985	0.008648828163
986	0.008635410298
987	0.008606066095
988	0.008593707956
989	0.008577162189
990	0.008566349843
991	0.008550634499
992	0.008549702516
993	0.008532565549
994	0.008518916017
995	0.008492074045
996	0.008444257267
997	0.008438760922
998	0.008423496314
999	0.008407820578
